Timestamp,Potentiometer,Button,Light
2026-08-11 16:17:51.502,296,0,41
2026-08-11 16:17:51.502,296,0,42
2026-08-11 16:17:51.502,295,0,41
2026-08-11 16:17:51.502,295,0,42
2026-08-11 16:17:51.502,296,0,41
2026-08-11 16:17:51.502,295,0,40
2026-08-11 16:17:51.502,295,0,40
2026-08-11 16:17:51.502,295,0,40
2026-08-11 16:17:51.675,295,0,41
2026-08-11 16:17:51.876,296,0,41
2026-08-11 16:17:52.076,295,0,42
2026-08-11 16:17:52.277,295,0,42
2026-08-11 16:17:52.478,296,0,41
2026-08-11 16:17:52.679,296,0,41
2026-08-11 16:17:52.879,296,0,40
2026-08-11 16:17:53.080,296,0,40
2026-08-11 16:17:53.280,295,0,40
2026-08-11 16:17:53.481,295,0,40
2026-08-11 16:17:53.682,296,0,42
2026-08-11 16:17:53.883,295,0,42
2026-08-11 16:17:54.083,295,0,42
2026-08-11 16:17:54.284,296,0,41
2026-08-11 16:17:54.489,295,0,40
2026-08-11 16:17:54.685,296,0,40
2026-08-11 16:17:54.886,295,0,40
2026-08-11 16:17:55.091,295,0,40
2026-08-11 16:17:55.292,296,0,41
2026-08-11 16:17:55.492,296,0,42
2026-08-11 16:17:55.693,296,0,42
2026-08-11 16:17:55.894,296,0,41
2026-08-11 16:17:56.094,296,0,41
2026-08-11 16:17:56.295,295,0,41
2026-08-11 16:17:56.496,296,0,40
2026-08-11 16:17:56.696,296,0,40
2026-08-11 16:17:56.897,296,0,40
2026-08-11 16:17:57.098,295,0,41
2026-08-11 16:17:57.299,295,0,42
2026-08-11 16:17:57.499,295,0,42
2026-08-11 16:17:57.700,296,0,42
2026-08-11 16:17:57.901,295,0,43
2026-08-11 16:17:58.101,296,0,42
2026-08-11 16:17:58.302,296,0,42
2026-08-11 16:17:58.503,295,0,41
2026-08-11 16:17:58.703,295,0,42
2026-08-11 16:17:58.904,295,0,43
2026-08-11 16:17:59.105,295,0,47
2026-08-11 16:17:59.310,296,0,44
2026-08-11 16:17:59.510,295,0,44
2026-08-11 16:17:59.711,295,0,43
2026-08-11 16:17:59.912,296,0,43
2026-08-11 16:18:00.112,295,0,42
2026-08-11 16:18:00.313,295,0,42
2026-08-11 16:18:00.514,296,0,41
2026-08-11 16:18:00.714,296,0,43
2026-08-11 16:18:00.915,295,0,44
2026-08-11 16:18:01.116,296,0,44
2026-08-11 16:18:01.317,296,0,44
2026-08-11 16:18:01.517,295,0,43
2026-08-11 16:18:01.718,296,0,43
2026-08-11 16:18:01.919,297,0,42
2026-08-11 16:18:02.119,296,0,41
2026-08-11 16:18:02.320,295,0,42
2026-08-11 16:18:02.521,296,0,43
2026-08-11 16:18:02.721,295,0,43
2026-08-11 16:18:02.922,296,0,44
2026-08-11 16:18:03.123,295,0,44
2026-08-11 16:18:03.323,295,0,44
2026-08-11 16:18:03.524,296,0,42
2026-08-11 16:18:03.729,296,0,41
2026-08-11 16:18:03.930,296,0,42
2026-08-11 16:18:04.130,296,0,41
2026-08-11 16:18:04.331,296,0,43
2026-08-11 16:18:04.532,296,0,43
2026-08-11 16:18:04.732,295,0,43
2026-08-11 16:18:04.933,296,0,44
2026-08-11 16:18:05.134,296,0,43
2026-08-11 16:18:05.335,296,0,43
2026-08-11 16:18:05.535,295,0,42
2026-08-11 16:18:05.736,296,0,41
2026-08-11 16:18:05.937,296,0,41
2026-08-11 16:18:06.137,296,0,42
2026-08-11 16:18:06.338,296,0,44
2026-08-11 16:18:06.539,296,0,44
2026-08-11 16:18:06.739,295,0,44
2026-08-11 16:18:06.940,296,0,44
2026-08-11 16:18:07.141,296,0,43
2026-08-11 16:18:07.341,296,0,42
2026-08-11 16:18:07.542,296,0,42
2026-08-11 16:18:07.743,296,0,42
2026-08-11 16:18:07.948,295,0,43
2026-08-11 16:18:08.148,296,0,43
2026-08-11 16:18:08.345,296,0,43
2026-08-11 16:18:08.550,296,0,43
2026-08-11 16:18:08.751,295,0,43
2026-08-11 16:18:08.951,295,0,43
2026-08-11 16:18:09.152,295,0,42
2026-08-11 16:18:09.353,296,0,41
2026-08-11 16:18:09.553,295,0,42
2026-08-11 16:18:09.754,293,0,42
2026-08-11 16:18:09.955,296,0,43
2026-08-11 16:18:10.155,296,0,44
2026-08-11 16:18:10.356,295,0,44
2026-08-11 16:18:10.557,295,0,43
2026-08-11 16:18:10.757,296,0,43
2026-08-11 16:18:10.958,296,0,43
2026-08-11 16:18:11.159,296,0,40
2026-08-11 16:18:11.360,295,0,42
2026-08-11 16:18:11.560,295,0,42
2026-08-11 16:18:11.761,296,0,42
2026-08-11 16:18:11.962,296,0,44
2026-08-11 16:18:12.167,295,0,44
2026-08-11 16:18:12.363,296,0,44
2026-08-11 16:18:12.564,296,0,44
2026-08-11 16:18:12.768,296,0,39
2026-08-11 16:18:12.969,295,0,42
2026-08-11 16:18:13.166,296,0,42
2026-08-11 16:18:13.370,295,0,41
2026-08-11 16:18:13.571,296,0,43
2026-08-11 16:18:13.772,295,0,43
2026-08-11 16:18:13.973,296,0,44
2026-08-11 16:18:14.173,296,0,44
2026-08-11 16:18:14.374,296,0,44
2026-08-11 16:18:14.575,295,0,43
2026-08-11 16:18:14.775,295,0,43
2026-08-11 16:18:14.976,295,0,41
2026-08-11 16:18:15.177,295,0,41
2026-08-11 16:18:15.377,295,0,42
2026-08-11 16:18:15.578,296,0,43
2026-08-11 16:18:15.779,296,0,44
2026-08-11 16:18:15.980,296,0,44
2026-08-11 16:18:16.180,296,0,43
2026-08-11 16:18:16.381,296,0,43
2026-08-11 16:18:16.582,296,0,43
2026-08-11 16:18:16.782,295,0,42
2026-08-11 16:18:16.987,295,0,41
2026-08-11 16:18:17.184,295,0,42
2026-08-11 16:18:17.384,295,0,42
2026-08-11 16:18:17.589,296,0,44
2026-08-11 16:18:17.790,297,0,64
2026-08-11 16:18:17.991,295,0,44
2026-08-11 16:18:18.191,296,0,44
2026-08-11 16:18:18.392,296,0,43
2026-08-11 16:18:18.593,295,0,42
2026-08-11 16:18:18.794,296,0,42
2026-08-11 16:18:18.994,296,0,42
2026-08-11 16:18:19.195,295,0,43
2026-08-11 16:18:19.396,295,0,44
2026-08-11 16:18:19.596,296,0,49
2026-08-11 16:18:19.797,296,0,44
2026-08-11 16:18:19.998,296,0,44
2026-08-11 16:18:20.198,296,0,43
2026-08-11 16:18:20.399,295,0,42
2026-08-11 16:18:20.600,295,0,41
2026-08-11 16:18:20.800,296,0,40
2026-08-11 16:18:21.001,296,0,40
2026-08-11 16:18:21.202,296,0,40
2026-08-11 16:18:21.403,295,0,40
2026-08-11 16:18:21.603,296,0,41
2026-08-11 16:18:21.808,296,0,41
2026-08-11 16:18:22.009,295,0,42
2026-08-11 16:18:22.209,295,0,42
2026-08-11 16:18:22.410,296,0,41
2026-08-11 16:18:22.611,296,0,41
2026-08-11 16:18:22.812,295,0,41
2026-08-11 16:18:23.012,296,0,41
2026-08-11 16:18:23.213,295,0,43
