Timestamp,Potentiometer,Button,Light
2026-08-11 14:35:10.774,445,0,64
2026-08-11 14:35:10.775,445,0,65
2026-08-11 14:35:10.775,445,0,64
2026-08-11 14:35:10.775,445,0,64
2026-08-11 14:35:10.775,445,0,63
2026-08-11 14:35:10.776,445,0,62
2026-08-11 14:35:10.776,445,0,62
2026-08-11 14:35:12.632,445,0,0
2026-08-11 14:35:12.832,445,0,63
2026-08-11 14:35:13.033,445,0,62
2026-08-11 14:35:13.234,445,0,61
2026-08-11 14:35:13.434,445,0,61
2026-08-11 14:35:13.635,445,0,62
2026-08-11 14:35:13.836,445,0,64
2026-08-11 14:35:14.040,445,0,64
2026-08-11 14:35:14.237,445,0,64
2026-08-11 14:35:14.438,445,0,63
2026-08-11 14:35:14.643,445,0,62
2026-08-11 14:35:14.843,445,0,62
2026-08-11 14:35:15.040,445,0,60
2026-08-11 14:35:15.245,445,0,61
2026-08-11 14:35:15.445,445,0,63
2026-08-11 14:35:15.646,445,0,64
2026-08-11 14:35:15.847,445,0,65
2026-08-11 14:35:16.047,445,0,31
2026-08-11 14:35:16.248,445,0,18
2026-08-11 14:35:16.449,445,0,27
2026-08-11 14:35:16.649,445,0,88
2026-08-11 14:35:16.850,445,0,80
2026-08-11 14:35:17.051,445,0,82
2026-08-11 14:35:17.252,445,0,84
2026-08-11 14:35:17.452,421,0,86
2026-08-11 14:35:17.653,1023,0,86
2026-08-11 14:35:17.854,415,0,85
2026-08-11 14:35:18.054,526,0,84
2026-08-11 14:35:18.255,622,0,81
2026-08-11 14:35:18.456,681,0,81
2026-08-11 14:35:18.656,699,0,81
2026-08-11 14:35:18.861,726,0,81
2026-08-11 14:35:19.058,730,0,81
2026-08-11 14:35:19.259,677,0,82
2026-08-11 14:35:19.463,598,0,83
2026-08-11 14:35:19.664,557,0,81
2026-08-11 14:35:19.865,557,0,81
2026-08-11 14:35:20.065,556,0,80
2026-08-11 14:35:20.266,544,0,79
2026-08-11 14:35:20.467,545,0,79
2026-08-11 14:35:20.667,551,0,78
2026-08-11 14:35:20.868,554,0,82
2026-08-11 14:35:21.069,554,0,82
2026-08-11 14:35:21.270,554,0,82
2026-08-11 14:35:21.470,553,1,81
2026-08-11 14:35:21.671,553,0,80
2026-08-11 14:35:21.872,553,1,79
2026-08-11 14:35:22.072,553,0,78
2026-08-11 14:35:22.273,554,1,78
2026-08-11 14:35:22.474,555,0,80
2026-08-11 14:35:22.675,555,0,81
2026-08-11 14:35:22.875,556,0,82
2026-08-11 14:35:23.076,556,0,81
2026-08-11 14:35:23.277,556,0,80
2026-08-11 14:35:23.477,556,0,77
2026-08-11 14:35:23.682,556,0,75
2026-08-11 14:35:23.883,556,0,74
2026-08-11 14:35:24.083,556,0,74
2026-08-11 14:35:24.284,557,0,74
2026-08-11 14:35:24.485,557,0,76
2026-08-11 14:35:24.685,557,0,75
2026-08-11 14:35:24.886,557,0,75
2026-08-11 14:35:25.087,557,0,75
2026-08-11 14:35:25.288,551,0,74
2026-08-11 14:35:25.488,550,0,74
2026-08-11 14:35:25.689,550,0,73
2026-08-11 14:35:25.890,550,0,74
2026-08-11 14:35:26.091,550,0,74
2026-08-11 14:35:26.291,549,0,76
2026-08-11 14:35:26.492,549,0,77
2026-08-11 14:35:26.692,549,0,77
2026-08-11 14:35:26.893,549,0,78
2026-08-11 14:35:27.094,549,0,78
2026-08-11 14:35:27.295,549,0,77
2026-08-11 14:35:27.495,549,0,77
2026-08-11 14:35:27.696,549,0,78
2026-08-11 14:35:27.897,549,0,79
2026-08-11 14:35:28.101,549,0,81
2026-08-11 14:35:28.302,549,0,80
2026-08-11 14:35:28.503,549,0,79
2026-08-11 14:35:28.704,549,0,79
2026-08-11 14:35:28.904,549,0,79
2026-08-11 14:35:29.105,549,0,79
2026-08-11 14:35:29.306,549,0,77
2026-08-11 14:35:29.506,549,0,80
2026-08-11 14:35:29.707,549,0,81
2026-08-11 14:35:29.908,549,0,82
2026-08-11 14:35:30.108,549,0,81
2026-08-11 14:35:30.309,549,0,81
2026-08-11 14:35:30.510,548,0,80
2026-08-11 14:35:30.710,549,0,79
2026-08-11 14:35:30.911,549,0,77
2026-08-11 14:35:31.112,548,0,77
