Timestamp,Potentiometer,Button,Light
2026-08-11 19:55:33.479,113,0,56
2026-08-11 19:55:33.479,113,0,56
2026-08-11 19:55:33.479,114,0,55
2026-08-11 19:55:33.479,114,0,55
2026-08-11 19:55:33.479,113,0,55
2026-08-11 19:55:33.479,114,0,56
2026-08-11 19:55:33.479,113,0,56
2026-08-11 19:55:33.479,114,0,56
2026-08-11 19:55:35.325,420,0,55
2026-08-11 19:55:35.525,192,0,55
2026-08-11 19:55:35.726,130,0,55
2026-08-11 19:55:35.927,117,0,56
2026-08-11 19:55:36.127,114,0,56
2026-08-11 19:55:36.328,114,0,56
2026-08-11 19:55:36.529,114,0,56
2026-08-11 19:55:36.729,114,0,56
2026-08-11 19:55:36.930,114,0,56
2026-08-11 19:55:37.131,114,0,55
2026-08-11 19:55:37.331,115,0,55
2026-08-11 19:55:37.532,115,0,55
2026-08-11 19:55:37.733,114,0,56
2026-08-11 19:55:37.934,115,0,56
2026-08-11 19:55:38.138,114,0,56
2026-08-11 19:55:38.339,114,0,56
2026-08-11 19:55:38.536,114,0,56
2026-08-11 19:55:38.740,112,0,55
2026-08-11 19:55:38.941,113,0,55
2026-08-11 19:55:39.142,112,0,55
2026-08-11 19:55:39.343,112,0,55
2026-08-11 19:55:39.543,111,0,62
2026-08-11 19:55:39.744,114,0,56
2026-08-11 19:55:39.945,113,0,56
2026-08-11 19:55:40.145,115,0,56
2026-08-11 19:55:40.346,114,0,56
2026-08-11 19:55:40.547,114,0,56
2026-08-11 19:55:40.748,115,0,55
2026-08-11 19:55:40.948,115,0,55
2026-08-11 19:55:41.149,115,0,56
2026-08-11 19:55:41.350,114,0,56
2026-08-11 19:55:41.550,114,0,56
2026-08-11 19:55:41.751,114,0,56
2026-08-11 19:55:41.952,114,0,56
2026-08-11 19:55:42.152,113,0,56
2026-08-11 19:55:42.357,113,0,55
2026-08-11 19:55:42.554,113,0,55
2026-08-11 19:55:42.754,113,0,55
2026-08-11 19:55:42.959,113,0,56
2026-08-11 19:55:43.160,113,0,56
2026-08-11 19:55:43.356,124,0,96
2026-08-11 19:55:43.561,114,0,56
2026-08-11 19:55:43.762,114,0,56
2026-08-11 19:55:43.963,114,0,56
2026-08-11 19:55:44.163,115,0,56
2026-08-11 19:55:44.364,114,0,55
2026-08-11 19:55:44.565,114,0,56
2026-08-11 19:55:44.765,115,0,56
2026-08-11 19:55:44.966,115,0,56
2026-08-11 19:55:45.167,114,0,56
2026-08-11 19:55:45.368,114,0,56
2026-08-11 19:55:45.568,114,0,56
2026-08-11 19:55:45.769,113,0,56
2026-08-11 19:55:45.970,113,0,55
2026-08-11 19:55:46.170,112,0,56
2026-08-11 19:55:46.371,112,0,56
2026-08-11 19:55:46.572,113,0,56
2026-08-11 19:55:46.773,113,0,56
2026-08-11 19:55:46.973,113,0,56
2026-08-11 19:55:47.178,114,0,56
2026-08-11 19:55:47.375,114,0,56
2026-08-11 19:55:47.575,114,0,56
2026-08-11 19:55:47.780,114,0,56
2026-08-11 19:55:47.981,114,0,56
2026-08-11 19:55:48.182,115,0,56
2026-08-11 19:55:48.382,115,0,56
2026-08-11 19:55:48.583,114,0,56
2026-08-11 19:55:48.783,115,0,56
2026-08-11 19:55:48.984,115,0,56
2026-08-11 19:55:49.185,113,0,56
2026-08-11 19:55:49.386,113,0,57
2026-08-11 19:55:49.586,114,0,57
2026-08-11 19:55:49.787,113,0,55
2026-08-11 19:55:49.988,113,0,56
2026-08-11 19:55:50.188,113,0,57
2026-08-11 19:55:50.389,113,0,56
2026-08-11 19:55:50.590,114,0,56
2026-08-11 19:55:50.790,109,0,44
2026-08-11 19:55:50.991,112,0,52
2026-08-11 19:55:51.192,113,0,54
2026-08-11 19:55:51.393,114,0,54
2026-08-11 19:55:51.593,113,0,53
2026-08-11 19:55:51.794,102,0,35
2026-08-11 19:55:51.999,111,0,52
2026-08-11 19:55:52.199,113,0,56
2026-08-11 19:55:52.400,114,0,56
2026-08-11 19:55:52.601,114,0,56
2026-08-11 19:55:52.801,112,0,55
2026-08-11 19:55:53.002,112,0,55
2026-08-11 19:55:53.203,107,0,46
2026-08-11 19:55:53.404,88,0,15
2026-08-11 19:55:53.604,84,0,12
2026-08-11 19:55:53.805,83,0,11
2026-08-11 19:55:54.002,82,0,9
2026-08-11 19:55:54.206,87,0,17
2026-08-11 19:55:54.407,109,0,54
2026-08-11 19:55:54.608,113,0,55
2026-08-11 19:55:54.808,114,0,55
2026-08-11 19:55:55.009,114,0,55
2026-08-11 19:55:55.210,97,0,25
2026-08-11 19:55:55.411,111,0,55
2026-08-11 19:55:55.611,114,0,56
2026-08-11 19:55:55.812,114,0,56
2026-08-11 19:55:56.013,90,0,13
2026-08-11 19:55:56.213,83,0,10
2026-08-11 19:55:56.414,81,0,9
2026-08-11 19:55:56.615,80,0,8
2026-08-11 19:55:56.815,91,0,8
2026-08-11 19:55:57.016,76,0,8
2026-08-11 19:55:57.217,66,0,8
2026-08-11 19:55:57.417,78,0,8
2026-08-11 19:55:57.618,81,0,8
2026-08-11 19:55:57.819,81,0,8
2026-08-11 19:55:58.020,82,0,8
2026-08-11 19:55:58.220,82,0,8
2026-08-11 19:55:58.421,83,0,8
2026-08-11 19:55:58.622,82,0,8
2026-08-11 19:55:58.822,83,0,8
2026-08-11 19:55:59.027,82,0,8
2026-08-11 19:55:59.228,104,0,10
2026-08-11 19:55:59.429,88,0,10
2026-08-11 19:55:59.629,86,0,10
2026-08-11 19:55:59.830,81,0,10
2026-08-11 19:56:00.031,78,0,9
2026-08-11 19:56:00.231,80,0,9
2026-08-11 19:56:00.432,77,0,10
2026-08-11 19:56:00.633,80,0,10
2026-08-11 19:56:00.833,78,0,10
2026-08-11 19:56:01.034,80,0,10
2026-08-11 19:56:01.235,80,0,10
2026-08-11 19:56:01.435,82,0,10
2026-08-11 19:56:01.636,83,0,11
2026-08-11 19:56:01.837,83,0,10
2026-08-11 19:56:02.038,83,0,9
2026-08-11 19:56:02.243,120,0,10
2026-08-11 19:56:02.443,101,0,10
2026-08-11 19:56:02.644,88,0,10
2026-08-11 19:56:02.844,85,0,11
2026-08-11 19:56:03.041,84,0,9
2026-08-11 19:56:03.246,82,0,10
2026-08-11 19:56:03.446,64,0,11
2026-08-11 19:56:03.647,78,0,10
2026-08-11 19:56:03.848,81,0,10
2026-08-11 19:56:04.049,82,0,10
2026-08-11 19:56:04.249,82,0,10
2026-08-11 19:56:04.450,82,0,9
2026-08-11 19:56:04.651,83,0,9
2026-08-11 19:56:04.851,84,0,9
2026-08-11 19:56:05.052,83,0,9
2026-08-11 19:56:05.253,83,0,10
2026-08-11 19:56:05.454,83,0,9
2026-08-11 19:56:05.654,92,0,9
2026-08-11 19:56:05.855,69,0,9
2026-08-11 19:56:06.056,81,0,10
2026-08-11 19:56:06.261,92,0,27
2026-08-11 19:56:06.461,108,0,51
2026-08-11 19:56:06.662,114,0,58
2026-08-11 19:56:06.862,114,0,57
2026-08-11 19:56:07.063,114,0,58
2026-08-11 19:56:07.264,471,0,57
2026-08-11 19:56:07.464,472,0,57
2026-08-11 19:56:07.665,474,0,57
2026-08-11 19:56:07.866,483,0,57
2026-08-11 19:56:08.067,483,0,57
2026-08-11 19:56:08.267,482,0,57
2026-08-11 19:56:08.468,482,0,58
2026-08-11 19:56:08.669,482,0,58
2026-08-11 19:56:08.869,482,0,57
2026-08-11 19:56:09.070,482,0,56
2026-08-11 19:56:09.271,482,0,56
2026-08-11 19:56:09.472,482,0,56
2026-08-11 19:56:09.672,482,0,55
2026-08-11 19:56:09.873,482,0,50
2026-08-11 19:56:10.074,483,0,33
2026-08-11 19:56:10.279,205,0,17
2026-08-11 19:56:10.479,181,0,12
2026-08-11 19:56:10.680,477,0,35
2026-08-11 19:56:10.880,476,0,53
2026-08-11 19:56:11.081,475,0,55
2026-08-11 19:56:11.282,475,0,56
2026-08-11 19:56:11.483,475,0,56
2026-08-11 19:56:11.683,476,0,56
2026-08-11 19:56:11.884,477,0,56
2026-08-11 19:56:12.085,478,0,57
2026-08-11 19:56:12.286,478,0,56
2026-08-11 19:56:12.486,478,0,57
2026-08-11 19:56:12.687,479,0,57
2026-08-11 19:56:12.887,480,0,57
2026-08-11 19:56:13.088,478,0,56
2026-08-11 19:56:13.289,478,0,54
2026-08-11 19:56:13.490,478,0,52
2026-08-11 19:56:13.690,478,0,52
2026-08-11 19:56:13.891,478,0,53
2026-08-11 19:56:14.092,478,0,54
2026-08-11 19:56:14.292,478,0,54
2026-08-11 19:56:14.493,478,0,53
2026-08-11 19:56:14.698,478,0,53
2026-08-11 19:56:14.898,478,0,53
2026-08-11 19:56:15.099,478,0,53
2026-08-11 19:56:15.300,478,0,53
2026-08-11 19:56:15.501,478,0,54
2026-08-11 19:56:15.701,478,0,54
2026-08-11 19:56:15.902,478,0,53
2026-08-11 19:56:16.103,478,0,53
2026-08-11 19:56:16.303,478,0,53
2026-08-11 19:56:16.504,478,0,54
2026-08-11 19:56:16.705,478,0,56
2026-08-11 19:56:16.905,479,0,55
2026-08-11 19:56:17.106,478,0,56
2026-08-11 19:56:17.307,479,0,56
2026-08-11 19:56:17.508,478,0,56
2026-08-11 19:56:17.708,479,0,55
2026-08-11 19:56:17.909,479,0,55
2026-08-11 19:56:18.110,479,0,58
2026-08-11 19:56:18.310,479,0,59
2026-08-11 19:56:18.511,479,0,59
2026-08-11 19:56:18.712,479,0,59
2026-08-11 19:56:18.916,530,0,158
2026-08-11 19:56:19.117,469,0,57
2026-08-11 19:56:19.314,462,0,56
2026-08-11 19:56:19.519,566,0,151
2026-08-11 19:56:19.719,474,0,60
2026-08-11 19:56:19.920,478,0,60
2026-08-11 19:56:20.121,475,0,59
2026-08-11 19:56:20.322,473,0,60
2026-08-11 19:56:20.522,477,0,60
2026-08-11 19:56:20.723,464,0,52
2026-08-11 19:56:20.923,473,0,45
2026-08-11 19:56:21.124,470,0,45
2026-08-11 19:56:21.325,467,0,48
2026-08-11 19:56:21.526,470,0,50
2026-08-11 19:56:21.726,472,0,48
2026-08-11 19:56:21.927,471,0,43
2026-08-11 19:56:22.128,471,0,39
2026-08-11 19:56:22.328,471,0,37
2026-08-11 19:56:22.529,472,0,35
2026-08-11 19:56:22.730,471,0,34
2026-08-11 19:56:22.931,473,0,34
2026-08-11 19:56:23.131,475,0,33
2026-08-11 19:56:23.332,476,0,33
2026-08-11 19:56:23.533,478,0,32
2026-08-11 19:56:23.737,477,0,31
2026-08-11 19:56:23.934,475,0,31
2026-08-11 19:56:24.135,475,0,31
2026-08-11 19:56:24.339,479,0,15
2026-08-11 19:56:24.540,482,0,47
2026-08-11 19:56:24.741,474,0,49
2026-08-11 19:56:24.942,476,0,50
2026-08-11 19:56:25.142,468,0,51
2026-08-11 19:56:25.343,474,0,54
2026-08-11 19:56:25.543,469,0,55
2026-08-11 19:56:25.744,476,0,56
2026-08-11 19:56:25.945,459,0,57
2026-08-11 19:56:26.146,1022,0,57
2026-08-11 19:56:26.346,663,0,57
2026-08-11 19:56:26.547,693,0,57
2026-08-11 19:56:26.748,702,0,57
2026-08-11 19:56:26.948,698,0,57
2026-08-11 19:56:27.149,696,0,57
2026-08-11 19:56:27.350,694,0,56
2026-08-11 19:56:27.551,649,0,57
2026-08-11 19:56:27.751,688,0,57
2026-08-11 19:56:27.952,4,0,57
2026-08-11 19:56:28.153,0,0,57
2026-08-11 19:56:28.353,0,0,57
2026-08-11 19:56:28.554,0,0,57
2026-08-11 19:56:28.755,7,0,57
2026-08-11 19:56:28.959,533,0,56
2026-08-11 19:56:29.160,396,0,56
2026-08-11 19:56:29.361,577,0,56
2026-08-11 19:56:29.562,1022,0,57
2026-08-11 19:56:29.762,1022,0,57
2026-08-11 19:56:29.963,1022,0,57
2026-08-11 19:56:30.164,1022,0,57
2026-08-11 19:56:30.360,0,0,57
2026-08-11 19:56:30.565,44,0,57
2026-08-11 19:56:30.766,469,0,56
2026-08-11 19:56:30.967,503,0,56
2026-08-11 19:56:31.167,481,0,56
2026-08-11 19:56:31.368,479,0,56
2026-08-11 19:56:31.569,411,0,56
2026-08-11 19:56:31.769,379,0,56
2026-08-11 19:56:31.970,483,0,56
2026-08-11 19:56:32.171,458,0,57
2026-08-11 19:56:32.371,532,0,57
2026-08-11 19:56:32.572,532,0,57
2026-08-11 19:56:32.773,534,0,56
2026-08-11 19:56:32.978,531,0,56
2026-08-11 19:56:33.178,531,0,56
2026-08-11 19:56:33.379,530,0,56
2026-08-11 19:56:33.580,530,0,56
2026-08-11 19:56:33.780,530,0,57
2026-08-11 19:56:33.981,531,0,57
2026-08-11 19:56:34.182,531,0,56
2026-08-11 19:56:34.383,532,0,56
2026-08-11 19:56:34.583,632,0,56
2026-08-11 19:56:34.784,631,0,56
2026-08-11 19:56:34.984,632,0,56
2026-08-11 19:56:35.185,633,0,56
2026-08-11 19:56:35.386,665,0,57
2026-08-11 19:56:35.587,695,0,56
2026-08-11 19:56:35.787,695,0,57
2026-08-11 19:56:35.988,717,0,56
2026-08-11 19:56:36.189,719,0,56
2026-08-11 19:56:36.389,720,0,56
2026-08-11 19:56:36.590,716,0,55
2026-08-11 19:56:36.791,719,0,54
2026-08-11 19:56:36.991,718,0,55
2026-08-11 19:56:37.196,718,0,56
2026-08-11 19:56:37.397,718,0,55
2026-08-11 19:56:37.594,718,0,56
2026-08-11 19:56:37.798,718,1,55
2026-08-11 19:56:37.999,718,1,55
2026-08-11 19:56:38.200,718,0,56
2026-08-11 19:56:38.400,718,0,55
2026-08-11 19:56:38.601,718,1,55
2026-08-11 19:56:38.802,718,1,55
2026-08-11 19:56:39.002,718,0,55
2026-08-11 19:56:39.203,719,0,56
2026-08-11 19:56:39.404,719,1,57
2026-08-11 19:56:39.605,719,1,57
2026-08-11 19:56:39.806,719,1,56
2026-08-11 19:56:40.006,719,1,56
2026-08-11 19:56:40.207,719,0,56
2026-08-11 19:56:40.407,719,0,56
2026-08-11 19:56:40.608,719,0,56
2026-08-11 19:56:40.809,719,0,57
2026-08-11 19:56:41.009,719,1,56
2026-08-11 19:56:41.210,719,0,57
2026-08-11 19:56:41.415,719,1,57
2026-08-11 19:56:41.612,719,0,56
2026-08-11 19:56:41.812,719,0,56
2026-08-11 19:56:42.017,718,1,56
2026-08-11 19:56:42.218,719,0,56
2026-08-11 19:56:42.414,719,0,56
2026-08-11 19:56:42.619,719,0,56
2026-08-11 19:56:42.820,719,1,57
2026-08-11 19:56:43.020,719,0,56
2026-08-11 19:56:43.221,719,0,56
2026-08-11 19:56:43.422,718,0,56
2026-08-11 19:56:43.623,718,0,57
2026-08-11 19:56:43.823,718,0,21
2026-08-11 19:56:44.024,719,0,13
2026-08-11 19:56:44.225,719,0,11
2026-08-11 19:56:44.425,719,0,9
2026-08-11 19:56:44.626,719,0,9
2026-08-11 19:56:44.827,719,0,9
2026-08-11 19:56:45.028,719,0,9
2026-08-11 19:56:45.228,718,0,53
2026-08-11 19:56:45.429,718,0,58
